日期,时间段,计划购电_kWh,最终合同购电_kWh,充电_kWh,放电_kWh,紧急购电_kWh,弃电_kWh,电价_元每kWh,时段初SOC_kWh,时段末SOC_kWh
2025-02-01,05:20-05:30,608.4038819300557,608.4038819300557,0.0,27.0,0.0,106.18054859672236,0.4301,10200.0,10170.0
2025-02-01,05:30-05:40,1370.5999441018796,1370.5999441018796,700.0,0.0,0.0,123.18962743521297,0.3713,10170.0,10800.0
2025-02-01,05:40-05:50,588.7416057805318,588.7416057805318,0.0,-0.0,0.0,57.560439113865186,0.5708,10800.0,10800.0
2025-02-01,05:50-06:00,0.0,0.0,0.0,510.98333333333323,1.1368683772161603e-13,0.0,0.9099,10800.0,10232.24074074074
2025-02-01,06:00-06:10,0.0,0.0,0.0,535.1871833333333,-0.0,0.0,0.9368,10232.24074074074,9637.588314814815
2025-02-01,06:10-06:20,0.0,0.0,0.0,533.3553333333329,4.547473508864641e-13,0.0,0.8758,9637.588314814815,9044.971277777779
2025-02-01,06:20-06:30,0.0,0.0,0.0,504.5200000000006,0.0,6.252776074688882e-13,0.8759,9044.971277777779,8484.3935
2025-02-01,06:30-06:40,0.0,0.0,0.0,519.5536833333335,0.0,2.2737367544323206e-13,0.8601,8484.3935,7907.1116296296295
2025-02-01,06:40-06:50,0.0,0.0,0.0,551.4800833333331,1.1368683772161603e-13,0.0,0.8442,7907.1116296296295,7294.355981481482
2025-02-01,06:50-07:00,0.0,0.0,0.0,552.0416666666666,-0.0,0.0,0.8334,7294.355981481482,6680.976351851852
2025-02-01,07:00-07:10,0.0,0.0,0.0,514.5580499999999,1.1368683772161603e-13,0.0,0.8092,6680.976351851852,6109.245185185186
2025-02-01,07:10-07:20,0.0,0.0,0.0,447.9085499999996,3.410605131648481e-13,0.0,0.7972,6109.245185185186,5611.569018518519
2025-02-01,07:20-07:30,0.0,0.0,0.0,389.4241666666666,5.684341886080802e-14,0.0,0.7644,5611.569018518519,5178.875500000001
2025-02-01,07:30-07:40,0.0,0.0,0.0,377.6537500000001,0.0,1.7053025658242404e-13,0.6899,5178.875500000001,4759.260222222223
2025-02-01,07:40-07:50,0.0,0.0,0.0,361.1613499999998,2.2737367544323206e-13,0.0,0.86,4759.260222222223,4357.9698333333345
2025-02-01,07:50-08:00,0.0,0.0,0.0,299.9229166666667,-0.0,0.0,1.1617,4357.9698333333345,4024.7221481481492
2025-02-01,08:00-08:10,0.0,0.0,0.0,202.2262333333336,0.0,1.9895196601282805e-13,1.1683,4024.7221481481492,3800.026333333334
2025-02-01,08:10-08:20,0.0,0.0,0.0,129.79259999999996,2.842170943040401e-14,0.0,1.0956,3800.026333333334,3655.812333333334
2025-02-01,08:20-08:30,0.0,0.0,0.0,131.2311000000008,0.0,44.94651666666746,1.0849,3655.812333333334,3510.0
2025-02-01,08:30-08:40,0.0,0.0,0.0,135.0,0.0,99.03085000000002,1.061,3510.0,3360.0
2025-02-01,08:40-08:50,0.0,0.0,0.0,81.0,0.0,18.546066666666697,1.043,3360.0,3270.0
2025-02-01,08:50-09:00,0.0,0.0,0.0,135.0,0.0,19.823333333333267,1.036,3270.0,3120.0
2025-02-01,09:00-09:10,0.0,0.0,0.0,108.0,0.0,62.17588333333341,1.0147,3120.0,3000.0
2025-02-01,09:10-09:20,0.0,0.0,0.0,54.0,0.0,85.36050000000007,0.9922,3000.0,2940.0
2025-02-01,09:20-09:30,0.0,0.0,33.333333333333336,0.0,0.0,28.367499999999986,0.97,2940.0,2970.0
2025-02-01,09:30-09:40,0.0,0.0,66.66666666666667,0.0,0.0,38.441449999999946,0.9422,2970.0,3030.0
2025-02-01,09:40-09:50,0.0,0.0,66.66666666666667,0.0,0.0,103.53058333333335,0.9569,3030.0,3090.0
2025-02-01,09:50-10:00,0.0,0.0,133.33333333333334,0.0,0.0,82.09708333333333,0.9977,3090.0,3210.0
2025-02-01,10:00-10:10,0.0,0.0,200.0,0.0,0.0,0.4176333333333275,0.9919,3210.0,3390.0
2025-02-01,10:10-10:20,0.0,0.0,200.0,0.0,0.0,26.920183333333313,0.9588,3390.0,3570.0
2025-02-01,10:20-10:30,0.0,0.0,166.66666666666666,0.0,0.0,125.55875,0.9549,3570.0,3720.0
2025-02-01,10:30-10:40,0.0,0.0,300.0,0.0,0.0,1.0877333333333468,0.9839,3720.0,3990.0
2025-02-01,10:40-10:50,0.0,0.0,200.0,0.0,0.0,143.21740000000005,0.799,3990.0,4170.0
2025-02-01,10:50-11:00,0.0,0.0,233.33333333333331,0.0,0.0,174.0166666666666,0.5025,4170.0,4380.0
2025-02-01,11:00-11:10,229.90560926291852,229.90560926291852,500.0,0.0,0.0,118.38907592958515,0.4662,4380.0,4830.0
2025-02-01,11:10-11:20,0.0,0.0,266.6666666666667,0.0,0.0,128.5734,0.5007,4830.0,5070.0
